location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
6175708,"№170 Böbekjai balabaqşasy","pm25",7.7,"µg/m³","2026-05-07T01:00:00Z","2026-05-07T06:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",9.6,"µg/m³","2026-05-07T02:00:00Z","2026-05-07T07:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",6.3,"µg/m³","2026-05-07T03:00:00Z","2026-05-07T08:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",7,"µg/m³","2026-05-07T04:00:00Z","2026-05-07T09:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",4,"µg/m³","2026-05-07T05:00:00Z","2026-05-07T10:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",2.4,"µg/m³","2026-05-07T06:00:00Z","2026-05-07T11:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",3.8,"µg/m³","2026-05-07T07:00:00Z","2026-05-07T12:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",1.7,"µg/m³","2026-05-07T08:00:00Z","2026-05-07T13:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",0.7,"µg/m³","2026-05-07T09:00:00Z","2026-05-07T14:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",1.3,"µg/m³","2026-05-07T10:00:00Z","2026-05-07T15:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",3.2,"µg/m³","2026-05-07T11:00:00Z","2026-05-07T16:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",6.2,"µg/m³","2026-05-07T12:00:00Z","2026-05-07T17:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",18.1,"µg/m³","2026-05-07T13:00:00Z","2026-05-07T18:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",33.1,"µg/m³","2026-05-07T14:00:00Z","2026-05-07T19:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",37.9,"µg/m³","2026-05-07T15:00:00Z","2026-05-07T20:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",35.4,"µg/m³","2026-05-07T16:00:00Z","2026-05-07T21:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",27.1,"µg/m³","2026-05-07T17:00:00Z","2026-05-07T22:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",17,"µg/m³","2026-05-07T18:00:00Z","2026-05-07T23:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",14.7,"µg/m³","2026-05-07T19:00:00Z","2026-05-08T00:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",19.3,"µg/m³","2026-05-07T20:00:00Z","2026-05-08T01:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",36.1,"µg/m³","2026-05-07T21:00:00Z","2026-05-08T02:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",37.2,"µg/m³","2026-05-07T22:00:00Z","2026-05-08T03:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",22.5,"µg/m³","2026-05-07T23:00:00Z","2026-05-08T04:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",6.1,"µg/m³","2026-05-08T00:00:00Z","2026-05-08T05:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",10.9,"µg/m³","2026-05-08T01:00:00Z","2026-05-08T06:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",3.9,"µg/m³","2026-05-08T02:00:00Z","2026-05-08T07:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",0.6,"µg/m³","2026-05-08T03:00:00Z","2026-05-08T08:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",3.9,"µg/m³","2026-05-08T04:00:00Z","2026-05-08T09:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",3.1,"µg/m³","2026-05-08T05:00:00Z","2026-05-08T10:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",4.2,"µg/m³","2026-05-08T06:00:00Z","2026-05-08T11:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",2.9,"µg/m³","2026-05-08T07:00:00Z","2026-05-08T12:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",0.9,"µg/m³","2026-05-08T08:00:00Z","2026-05-08T13:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
6175708,"№170 Böbekjai balabaqşasy","pm25",1.4,"µg/m³","2026-05-08T10:00:00Z","2026-05-08T15:00:00+05:00","Asia/Almaty",43.3115,76.9015,,,,"Almaty Air Initiative","AirGradient"
